date,Y_log_return_6m,yhat_ar1
2013-01-01,0.112602852273653,-0.004946034988299186
2013-02-01,0.0504336386976085,-0.007623750340062824
2013-03-01,0.0457859121797073,-0.011658719587645668
2013-04-01,1.2069870243092e-4,-0.008686369499383746
2013-05-01,-0.00840733676552041,-0.007628386429767327
2013-06-01,0.0620543356185239,-0.02268235065904304
2013-07-01,0.0402022145851104,-0.007942409290301074
2013-08-01,0.0431501547484041,-0.01863313586559722
2013-09-01,0.0310569020279994,-0.009953668901817285
2013-10-01,0.0468371290078116,-0.017394381496087807
2013-11-01,0.0168457890677631,-0.007515108375484834
2013-12-01,-0.0135957746851885,-0.005018363326564702
2014-01-01,-0.0196734931979492,-0.012533366697672082
2014-02-01,0.00798271749852209,-0.017286873350899148
2014-03-01,0.0485037281240936,-0.012717633046894578
2014-04-01,0.0529207311715973,-0.012931610268643845
2014-05-01,0.133415196835224,-0.014998062008777601
2014-06-01,0.156247326095349,-0.012698245725492392
2014-07-01,0.150380487977424,-0.014319889426831286
2014-08-01,0.142921441644686,-0.010569723712759225
2014-09-01,0.113974404954282,-0.0027065823709429334
2014-10-01,0.101020224422736,-0.011868735113670894
2014-11-01,0.0379518286323233,0.005494663341492711
2014-12-01,0.0361730158927589,-0.006069076496017543
2015-01-01,0.0419077811618891,-0.014450177537567974
2015-02-01,0.0351105993085818,-0.010665116965865203
2015-03-01,-0.00205286381642278,-0.007694186162521808
2015-04-01,0.00449662968343567,-0.013182395295980162
2015-05-01,0.0151595977797179,-0.00805180100913536
2015-06-01,-0.0169848748136578,-0.004166449848746961
2015-07-01,-0.0421124532685866,-0.01179506913070103
2015-08-01,-0.07063220101527,-0.011459263365788041
2015-09-01,-0.061937775756479,-0.01739578532233344
2015-10-01,-0.0914940862333982,-0.010804530647950696
2015-11-01,-0.119325994537369,-0.004202451132846831
2015-12-01,-0.143728073898859,-0.012661684751031677
2016-01-01,-0.12637060203723,-0.01831396573104464
2016-02-01,-0.124105904434836,-0.018997890078604876
2016-03-01,-0.103927342941167,-0.01444000896732038
2016-04-01,-0.0528973292767061,-0.01883378717575117
2016-05-01,-0.00372864299858122,-0.012061587694904596
2016-06-01,0.0962771284961059,-0.019317095509819183
2016-07-01,0.0975935822977414,-0.013463853176358495
2016-08-01,0.10912806791633,-0.0186875087494854
2016-09-01,0.103792739255834,-0.00872236825688883
2016-10-01,0.0578062162251571,-0.004341585791131079
2016-11-01,0.034446820090678,0.001720701955488225
2016-12-01,-0.0448177838183792,0.007987700387712838
2017-01-01,-0.0216041639511193,-0.011464160895411713
2017-02-01,-0.0276988111844441,-0.012462529950623857
2017-03-01,-0.0191384631575389,-0.007568364563746454
2017-04-01,0.0253262555056306,-0.01258098371773789
2017-05-01,0.00511325518918149,-0.0022188951775597584
2017-06-01,0.0181051035208419,-0.009147872247475592
2017-07-01,-0.0138478082586806,-0.003864833203269657
2017-08-01,-0.0170529897268725,-0.01214466776453405
2017-09-01,-0.0436296382429955,-0.005205926902750284
2017-10-01,-0.0476907358171381,-0.002879451739144855
2017-11-01,-0.0281429691896911,-0.007870799500792535
2017-12-01,-0.0258009337069147,-0.0076462762273516805
2018-01-01,0.0058455506573889,-0.011984419279322702
2018-02-01,0.0276452585246245,-0.013774695900689922
2018-03-01,0.0554876301225589,-0.012133187668091742
2018-04-01,0.0459800200283995,-0.0060042750805100065
2018-05-01,0.032732709158755,-0.005711605230449844
2018-06-01,0.0192174478232889,-0.008768154301711769
2018-07-01,-0.02322748274283,-0.007162615199232738
2018-08-01,-0.00502628222171975,-0.010595618766163098
2018-09-01,-0.00853877918802226,-0.008236126937640373
2018-10-01,-0.00963088733747863,-0.009075830224193908
2018-11-01,-0.0301541725784018,-0.008747957744191216
2018-12-01,-0.0375123601546292,-0.01119159873592824
2019-01-01,-0.00620586220978048,-0.014313907257847912
2019-02-01,-0.0392556286487311,-0.0067962087727616305
2019-03-01,-0.0329664856624214,-0.007683870636389801
2019-04-01,-0.0318948566521726,-0.007637028403574063
2019-05-01,-0.0101769699988346,-0.011090402117319906
2019-06-01,0.00950877337377509,-0.011478637432637311
2019-07-01,0.00901211368480226,-0.00790540369977239
2019-08-01,0.0355317532430597,-0.011645738560500175
2019-09-01,0.00118304550865478,-0.005967309771626873
2019-10-01,-0.00368916932289753,-0.007342227143751688
2019-11-01,-0.0153471133510203,-0.007247556248759352
2019-12-01,-0.0140560337292639,-0.008140840308653972
2020-01-01,-0.0239411106432801,-0.008516345924452193
2020-02-01,-0.0371877268356222,-0.007721129056260488
2020-03-01,-0.0194917177104168,-0.013122252546068481
2020-04-01,-0.0237543225136143,-0.00927025351068092
2020-05-01,-0.0264081457763039,-0.010295256370498301
2020-06-01,-0.0357982980826046,-0.00880441243869229
2020-07-01,-0.0274973244465864,-0.010839964411797656
2020-08-01,-0.00601259295729406,-0.010570345766938122
2020-09-01,0.0290293152443031,-0.010328637561560765
2020-10-01,0.0358024553867704,-0.010415338961349996
2020-11-01,0.0440867747641764,-0.011380475896452863
2020-12-01,0.0590356180032527,-0.01146709314008922
2021-01-01,0.0600734047497511,-0.010689493407809988
2021-02-01,0.0415921856365191,-0.008384899692360727
2021-03-01,0.01335941766028,-0.006145910945524512
2021-04-01,0.0367064065192313,-0.010709887849424306
2021-05-01,0.0435165060865268,-0.01122121223953683
2021-06-01,0.0332762387092522,-0.009551201989321412
2021-07-01,0.0409869322892824,-0.010566929998639703
2021-08-01,0.0481914779094721,-0.011023645048149374
2021-09-01,0.0736229798286647,-0.009649419142627893
2021-10-01,0.110785675940124,-0.004396961796840348
2021-11-01,0.122746687980942,-0.00800416069370742
2021-12-01,0.162823847563234,-0.009621086828611786
2022-01-01,0.174440994508485,-0.00757385976099205
2022-02-01,0.160040721111218,-0.008540103443138358
2022-03-01,0.189264856556058,-0.0034153743307697485
2022-04-01,0.151534727304948,0.004838489358443119
2022-05-01,0.100317888600754,-0.004392274835056132
2022-06-01,0.00708803692913929,4.026911918235067e-4
2022-07-01,-0.046883732195008,-0.0031610952178397554
2022-08-01,-0.016675388577883,-0.009801742063191211
2022-09-01,-0.0694993357230258,0.007686566208603489
2022-10-01,-0.0968724172006352,8.753730414562839e-4
2022-11-01,-0.0385867886739399,-0.015268688607722892
2022-12-01,0.046652918968026,-0.021745515492342715
