date,Y_log_return_12m,yhat_ar1
2013-01-01,0.152805066858764,0.004560645378584656
2013-02-01,0.0935837934460126,-0.0049834885411398034
2013-03-01,0.0768428142077067,-0.01931501597796932
2013-04-01,0.0469578277102425,-0.01131407375544837
2013-05-01,0.00843845230224272,-0.010908902586948297
2013-06-01,0.0484585609333354,-0.05341299861387142
2013-07-01,0.0205287213871612,-0.014639928384943301
2013-08-01,0.0511328722469262,-0.04091078939310016
2013-09-01,0.079560630152093,-0.020094572424911222
2013-10-01,0.0997578601794089,-0.03744910845101617
2013-11-01,0.150260985902987,-0.012933515115746455
2013-12-01,0.14265155141016,-0.005310568898917689
2014-01-01,0.130706994779475,-0.025141883618762864
2014-02-01,0.150904159143208,-0.03835226862505947
2014-03-01,0.162478133078376,-0.02553360976068655
2014-04-01,0.153940955594333,-0.02616803511534988
2014-05-01,0.171367025467547,-0.031928684615851737
2014-06-01,0.192420341988107,-0.02497220703901014
2014-07-01,0.192288269139313,-0.029203227549132644
2014-08-01,0.178032040953267,-0.01842978214185476
2014-09-01,0.11192154113786,0.0038929294876422706
2014-10-01,0.105516854106171,-0.022207744344565506
2014-11-01,0.0531114264120411,0.027383023020661843
2014-12-01,0.019188141079101,-0.006492936911253389
2015-01-01,-2.046721066975e-4,-0.03167676306226579
2015-02-01,-0.0355216017066882,-0.021415776758393207
2015-03-01,-0.0639906395729017,-0.01403781028511548
2015-04-01,-0.0869974565499625,-0.02895603648446844
2015-05-01,-0.104166396757651,-0.015145261663480734
2015-06-01,-0.160712948712517,-0.004787909634152294
2015-07-01,-0.168483055305817,-0.024154671233430285
2015-08-01,-0.194738105450106,-0.02302659560480653
2015-09-01,-0.165865118697646,-0.03846872606133342
2015-10-01,-0.144391415510104,-0.020911666062451928
2015-11-01,-0.12305463753595,-0.003358849180406959
2015-12-01,-0.047450945402753,-0.025763788403422864
2016-01-01,-0.028777019739489,-0.040791179714803706
2016-02-01,-0.0149778365185051,-0.042296917291089295
2016-03-01,-1.3460368533291e-4,-0.029646568262860412
2016-04-01,0.00490888694845104,-0.0408548353441767
2016-05-01,0.0307181770920968,-0.022877657612502413
2016-06-01,0.0514593446777267,-0.041638432952590884
2016-07-01,0.0759894183466221,-0.025631784289000495
2016-08-01,0.0814292567318864,-0.0379788864798503
2016-09-01,0.0846542760982949,-0.013137750798098343
2016-10-01,0.0831324717307877,-0.002552975133467722
2016-11-01,0.0395600752798595,0.011487420662881984
2016-12-01,-0.0267126802975373,0.027585758824262174
2017-01-01,-0.0354519722097999,-0.022255210681076137
2017-02-01,-0.0447518009113166,-0.026678082337584102
2017-03-01,-0.0627681014005343,-0.015252883650942168
2017-04-01,-0.0223644803115075,-0.03145632391044675
2017-05-01,-0.0230297140005096,-0.0026340352412028366
2017-06-01,-0.00769583018607278,-0.022690565288188445
2017-07-01,-0.0080022576012917,-0.006055149625965509
2017-08-01,0.010592268797752,-0.031356552046279386
2017-09-01,0.0118579918795634,-0.009437357015522266
2017-10-01,-0.0017107157887386,-0.0019425926227036535
2017-11-01,0.00458973996906398,-0.016803581638768925
2017-12-01,-0.00658348588362578,-0.016101069456499792
2018-01-01,-0.0173819320854411,-0.029561946490482112
2018-02-01,0.0226189763029048,-0.03516350614189501
2018-03-01,0.0469488509345366,-0.029795793752211152
2018-04-01,0.0363491326909209,-0.009276769876327196
2018-05-01,0.00257853658035323,-0.007247630459987257
2018-06-01,-0.0182949123313403,-0.016661095220997894
2018-07-01,-0.0294333449526105,-0.010745822892453571
2018-08-01,-0.0442819108704509,-0.021750483281171514
2018-09-01,-0.0415052648504437,-0.012657043051374035
2018-10-01,-0.0415257439896513,-0.015004246836780954
2018-11-01,-0.0403311425772364,-0.014455066045343022
2018-12-01,-0.0280035867808541,-0.02436221300485011
2019-01-01,0.00280625147502178,-0.03642040785424131
2019-02-01,-0.00372387540567143,-0.0080754080648956
2019-03-01,-0.0317834401537667,-0.012182205365241948
2019-04-01,-0.0355840259750702,-0.012999444585250309
2019-05-01,-0.0255240833498549,-0.026301836338200022
2019-06-01,-0.0045472603554888,-0.028277126608288822
2019-07-01,-0.0149289969584778,-0.014997098971497223
2019-08-01,-0.00165597359256253,-0.0299653192956372
2019-09-01,-0.018308672201762,-0.008000531557084405
2019-10-01,-0.0274434918365118,-0.013272583624053333
2019-11-01,-0.0417552591273243,-0.012683438908260593
2019-12-01,-0.0498543318118685,-0.015951465027623266
2020-01-01,-0.0514384350898665,-0.016656014390397895
2020-02-01,-0.0432003197929163,-0.013100290773968822
2020-03-01,0.00953759753388628,-0.03373042580181185
2020-04-01,0.0120481328731561,-0.018319507257960235
2020-05-01,0.0176786289878725,-0.022375120179673424
2020-06-01,0.0232373199206481,-0.0167722898340601
2020-07-01,0.0325760803031647,-0.02495049523071981
2020-08-01,0.0355795926792251,-0.023743166130024824
2020-09-01,0.0423887329045831,-0.022629687276820402
2020-10-01,0.0725088619060017,-0.022751278019307805
2020-11-01,0.0876032808507032,-0.02612015400211768
2020-12-01,0.092311856712505,-0.02527349242358321
2021-01-01,0.101060337039033,-0.02139676305410927
2021-02-01,0.0897836635459912,-0.010881875439067894
2021-03-01,0.0869823974889448,1.2294831599161826e-4
2021-04-01,0.147492082459356,-0.018985928130942843
2021-05-01,0.166263194067469,-0.020721450413174376
2021-06-01,0.196100086272486,-0.014479548849322291
2021-07-01,0.215427926797767,-0.01996525177650779
2021-08-01,0.20823219902069,-0.022741157030657603
2021-09-01,0.262887836384722,-0.01809635345624032
2021-10-01,0.262320403245072,-1.5989342927476486e-4
2021-11-01,0.223064576581696,-0.013755888864489751
2021-12-01,0.169911884492373,-0.019798629542631854
2022-01-01,0.127557262313477,-0.012350043685584487
2022-02-01,0.143365332533335,-0.01562961309955364
2022-03-01,0.119765520833032,0.0031252821363007633
2022-04-01,0.0546623101043124,0.030579114809803222
2022-05-01,0.0617310999268144,-0.002665730307100329
2022-06-01,0.0537409558971653,0.013110680404265614
2022-07-01,0.0304513074615498,-7.610102574408153e-4
2022-08-01,0.067845535153146,-0.024040991784647223
2022-09-01,0.0313336591987232,0.029251529427618737
2022-10-01,0.0171374128811781,0.006131092496770333
2022-11-01,0.0495370407314253,-0.04069612429375634
2022-12-01,0.0650413510076451,-0.058915808369826184
