"date","y","yhat","error"
2013-06-01,0.0620543356185239,-0.0146150833592272,0.0766694189777511
2013-07-01,0.0402022145851104,-0.00270427631105511,0.0429064908961655
2013-08-01,0.0431501547484041,-0.0234442509901764,0.0665944057385805
2013-09-01,0.0310569020279994,-0.00228665632714258,0.033343558355142
2013-10-01,0.0468371290078116,-0.0261457182600036,0.0729828472678152
2013-11-01,0.0168457890677631,-0.00273113535538247,0.0195769244231456
2013-12-01,-0.0135957746851885,-0.00779124007003853,-0.00580453461514997
2014-01-01,-0.0196734931979492,-0.0130736743216526,-0.00659981887629658
2014-02-01,0.00798271749852209,-0.0253507340364066,0.0333334515349287
2014-03-01,0.0485037281240936,-0.0123981994815738,0.0609019276056674
2014-04-01,0.0529207311715973,-0.0124242656420499,0.0653449968136472
2014-05-01,0.133415196835224,-0.0202114046472968,0.153626601482521
2014-06-01,0.156247326095349,-0.0130512616023005,0.169298587697649
2014-07-01,0.150380487977424,-0.017031766769069,0.167412254746493
2014-08-01,0.142921441644686,-0.00530721133571667,0.148228652980403
2014-09-01,0.113974404954282,-0.0155488191577242,0.129523224112006
2014-10-01,0.101020224422736,-0.00980799236147356,0.11082821678421
2014-11-01,0.0379518286323233,0.0684240374467294,-0.0304722088144061
2014-12-01,0.0361730158927589,-0.00290617192843915,0.039079187821198
2015-01-01,0.0419077811618891,-0.0189646133139924,0.0608723944758815
2015-02-01,0.0351105993085818,-0.00801335698822305,0.0431239562968048
2015-03-01,-0.00205286381642278,-0.00249999757821023,0.000447133761787452
2015-04-01,0.00449662968343567,-0.0173569295412696,0.0218535592247052
2015-05-01,0.0151595977797179,-0.00318586271504519,0.0183454604947631
2015-06-01,-0.0169848748136578,-0.000756995905068009,-0.0162278789085898
2015-07-01,-0.0421124532685866,-0.0134819706803247,-0.0286304825882619
2015-08-01,-0.07063220101527,-0.0123607275017692,-0.0582714735135008
2015-09-01,-0.061937775756479,-0.0251862438061756,-0.0367515319503034
2015-10-01,-0.0914940862333982,-0.010599628896332,-0.0808944573370662
2015-11-01,-0.119325994537369,-0.000340860945604324,-0.118985133591765
2015-12-01,-0.143728073898859,-0.0174210124587492,-0.12630706144011
2016-01-01,-0.12637060203723,-0.0256122850822662,-0.100758316954964
2016-02-01,-0.124105904434836,-0.0151677195522328,-0.108938184882603
2016-03-01,-0.103927342941167,-0.0225348311232089,-0.0813925118179581
2016-04-01,-0.0528973292767061,-0.0254228779867561,-0.02747445128995
2016-05-01,-0.00372864299858122,-0.0158428628898825,0.0121142198913013
2016-06-01,0.0962771284961059,-0.0245487143505407,0.120825842846647
2016-07-01,0.0975935822977414,-0.0201795671984288,0.11777314949617
2016-08-01,0.10912806791633,-0.0273745413782854,0.136502609294615
2016-09-01,0.103792739255834,-0.01133265147266,0.115125390728494
2016-10-01,0.0578062162251571,-0.0054290451111362,0.0632352613362933
2016-11-01,0.034446820090678,0.00527954519436705,0.029167274896311
2016-12-01,-0.0448177838183792,0.0264896113271935,-0.0713073951455727
2017-01-01,-0.0216041639511193,-0.0172575884955392,-0.00434657545558012
2017-02-01,-0.0276988111844441,-0.0214161089282405,-0.00628270225620358
2017-03-01,-0.0191384631575389,-0.00719167593426327,-0.0119467872232756
2017-04-01,0.0253262555056306,-0.0227348742941255,0.0480611297997561
2017-05-01,0.00511325518918149,-0.00469616830623537,0.00980942349541686
2017-06-01,0.0181051035208419,-0.0174058182485473,0.0355109217693892
2017-07-01,-0.0138478082586806,-3.52366908576245e-05,-0.013812571567823
2017-08-01,-0.0170529897268725,-0.0120806141021609,-0.00497237562471162
2017-09-01,-0.0436296382429955,0.000895798718870329,-0.0445254369618658
2017-10-01,-0.0476907358171381,-0.00379150126970212,-0.043899234547436
2017-11-01,-0.0281429691896911,-0.00215930944300712,-0.025983659746684
2017-12-01,-0.0258009337069147,-0.00318946564308754,-0.0226114680638272
2018-01-01,0.0058455506573889,-0.0241651009168883,0.0300106515742772
2018-02-01,0.0276452585246245,-0.0186632034780683,0.0463084620026928
2018-03-01,0.0554876301225589,-0.0238433946400012,0.0793310247625601
2018-04-01,0.0459800200283995,-0.000181418001008382,0.0461614380294079
2018-05-01,0.032732709158755,-0.0010529092914309,0.0337856184501859
2018-06-01,0.0192174478232889,-0.00397132949979253,0.0231887773230814
2018-07-01,-0.02322748274283,0.000671996891141461,-0.0238994796339715
2018-08-01,-0.00502628222171975,-0.00651902721974004,0.00149274499802029
2018-09-01,-0.00853877918802226,-0.000963838257021425,-0.00757494093100084
2018-10-01,-0.00963088733747863,-0.0033477629254674,-0.00628312441201122
2018-11-01,-0.0301541725784018,-0.00881234752986695,-0.0213418250485349
2018-12-01,-0.0375123601546292,-0.0151518393994036,-0.0223605207552256
2019-01-01,-0.00620586220978048,-0.0177632650103296,0.0115574028005491
2019-02-01,-0.0392556286487311,-0.00195938019589642,-0.0372962484528347
2019-03-01,-0.0329664856624214,-0.00469980440422528,-0.0282666812581961
2019-04-01,-0.0318948566521726,-0.00499104625718032,-0.0269038103949923
2019-05-01,-0.0101769699988346,-0.0175588592365413,0.00738188923770666
2019-06-01,0.00950877337377509,-0.018145877638162,0.027654651011937
2019-07-01,0.00901211368480226,-0.00714572236993589,0.0161578360547382
