"Date","Actual","Forecast","error"
2013-01-01,0.0932081170813444,-0.00141228445992352,0.0946204015412679
2013-02-01,0.081697553996138,0.00234764245090646,0.0793499115452315
2013-03-01,0.0256778254747418,0.00167155301362765,0.0240062724611141
2013-04-01,0.0193947351923089,0.0153446529174816,0.00405008227482732
2013-05-01,-0.0312639152985295,0.00937459091116796,-0.0406385062096975
2013-06-01,0.0201080867049654,-0.00487862994010719,0.0249867166450726
2013-07-01,-0.019274036489878,-0.00393768344101299,-0.015336353048865
2013-08-01,0.022856578533009,-0.00717600964607994,0.0300325881790889
2013-09-01,0.0419462489135585,-0.00757001452336651,0.049516263436925
2013-10-01,0.0594762510749884,-0.00580322168489508,0.0652794727598835
2013-11-01,0.0202935762153951,0.00146903542721346,0.0188245407881816
2013-12-01,-0.0108893468855591,0.00234113833352849,-0.0132304852190876
2014-01-01,-0.0126391220671769,-0.00434671936258963,-0.00829240270458727
2014-02-01,-0.00344778714763194,-0.0023921413867162,-0.00105564576091574
2014-03-01,-0.00270642779962937,-0.00829920640751296,0.00559277860788359
2014-04-01,-0.00703437113077232,-0.0131841982846189,0.00614982715384655
2014-05-01,0.011430504646154,0.00113079476787105,0.010299709878283
2014-06-01,0.051210155923723,-0.00647196967757174,0.0576821256012947
2014-07-01,0.0599551023023697,0.00967216960873146,0.0502829326936382
2014-08-01,0.12198469218907,0.00978191823944811,0.112202773949622
2014-09-01,0.105037170171626,0.00623975397191498,0.098797416199711
2014-10-01,0.0904253856750543,0.0210997889961281,0.0693255966789262
2014-11-01,0.0209367494556156,0.0205034660831297,0.000433283372485858
2014-12-01,0.00893723478265684,0.0186521064960889,-0.00971487171343206
2015-01-01,0.0105948387476813,-0.0083036392219651,0.0188984779696464
2015-02-01,0.0170150791767076,0.00484206963609941,0.0121730095406082
2015-03-01,0.0272357811101021,0.00372773393593883,0.0235080471741633
2015-04-01,0.0313129424142078,-0.00342043271007626,0.0347333751242841
2015-05-01,0.0180955201318742,0.000709687365664321,0.0173858327662099
2015-06-01,-0.0292886449265248,-0.00293444374876665,-0.0263542011777581
2015-07-01,-0.0268163127307721,0.00310667794666147,-0.0299229906774336
2015-08-01,-0.00293592235215634,-0.00279408150964812,-0.000141840842508221
2015-09-01,0.012303770112867,-0.010180683175203,0.02248445328807
2015-10-01,-0.0152961405378145,-0.0119309772377014,-0.00336516330011306
2015-11-01,-0.0676962786631137,-0.00185286914933418,-0.0658434095137795
2015-12-01,-0.074241545869346,-0.00962995034112621,-0.0646115955282198
2016-01-01,-0.0761979456955837,-0.0138064429843211,-0.0623915027112626
2016-02-01,-0.0516297158742551,-0.0137534236584599,-0.0378762922157952
2016-03-01,-0.0694865280295129,-0.0182780086013855,-0.0512085194281274
2016-04-01,-0.0501726563416467,-0.0171250181468838,-0.0330476381947628
2016-05-01,-0.0724761885605805,-0.0193668273551325,-0.053109361205448
2016-06-01,-0.0344408149116537,-0.0208171149690084,-0.0136236999426453
2016-07-01,-0.0027246729350594,-0.0154873911926904,0.012762718257631
2016-08-01,0.0687475455619992,-0.0162828376773402,0.0850303832393394
2016-09-01,0.13071794340776,-0.000493913955489417,0.131211857363249
2016-10-01,0.100318255232801,0.00117673005139145,0.0991415251814095
2016-11-01,0.0403805223543312,0.0075550405476926,0.0328254818066386
2016-12-01,-0.0269252041519259,-6.51652002428391e-05,-0.0268600389516831
2017-01-01,-0.0425120390076437,0.00973338195829825,-0.052245420965942
2017-02-01,-0.0059337022636532,-0.00157404614557267,-0.00435965611808053
2017-03-01,-0.0178925796664533,0.00345810875726809,-0.0213506884237214
2017-04-01,0.0209078750565244,0.00115510670464519,0.0197527683518792
2017-05-01,-0.0217651089207909,-0.00458575381862303,-0.0171793551021679
2017-06-01,-0.00124588349108556,0.00686905829987094,-0.0081149417909565
2017-07-01,0.00441838044910625,0.00767694611827001,-0.00325856566916376
2017-08-01,0.0268783641099724,0.0198156540709299,0.00706271003904246
2017-09-01,0.0193509870119275,0.0166148979739276,0.00273608903799988
2017-10-01,-0.0182661887077868,0.0051125177253572,-0.023378706433144
2017-11-01,-0.0439313538368449,0.0139951677342076,-0.0579265215710525
2017-12-01,-0.062980625254923,0.00487983074423242,-0.0678604559991554
2018-01-01,-0.0294245471093513,-0.00340442647981471,-0.0260201206295366
2018-02-01,0.0157883846471538,-0.00339329832020009,0.0191816829673539
2018-03-01,0.0371796915480083,0.000620753605890687,0.0365589379421176
2018-04-01,0.0352700977667402,-0.00579784097451886,0.0410679387412591
2018-05-01,0.0118568738774707,0.0065790617781838,0.0052778120992869
2018-06-01,0.0183079385745506,6.71128743803157e-05,0.0182408257001703
2018-07-01,0.0107099222616593,-0.00180171542699601,0.0125116376886553
2018-08-01,0.0208758352812843,0.00537889853016669,0.0154969367511176
2018-09-01,0.000909509248738338,0.00582293065047865,-0.00491342140174031
2018-10-01,-0.0339374050044894,-0.0033155671600366,-0.0306218378444528
2018-11-01,-0.0259021175030041,0.0111329528700073,-0.0370350703730114
2018-12-01,-0.0094482884367606,0.00944841939294617,-0.0188967078297068
2019-01-01,0.0243065176670108,0.0148823986318716,0.00942411903513922
2019-02-01,-0.00425205507539772,0.0113074976522639,-0.0155595527276617
2019-03-01,-0.0280640717178686,0.00888686861976555,-0.0369509403376341
2019-04-01,-0.0305123798767912,0.0104090700399735,-0.0409214499167648
2019-05-01,-0.0350035735733334,0.011142344377836,-0.0461459179511694
2019-06-01,-0.00490241394455282,0.00936143786714446,-0.0142638518116973
2019-07-01,-0.00138247677538139,0.00434847963297921,-0.0057309564083606
