"Date","Actual","Forecast","error"
2019-08-01,0.0248266035744988,0.00313305376623168,0.0216935498082671
2019-09-01,0.0144111873183279,-0.000143242936961766,0.0145544302552897
2019-10-01,0.0103945904601837,-0.00120790912001433,0.011602499580198
2019-11-01,0.0107051496685608,0.00348257699480951,0.00722257267375129
2019-12-01,-0.0132281418096731,0.00331504708530435,-0.0165431888949775
2020-01-01,-0.0140837597830812,0.00374010132756239,-0.0178238611106436
2020-02-01,-0.0260522630195812,-0.00144004649587788,-0.0246122165237033
2020-03-01,-0.000827891919590762,-0.0268748811984226,0.0260469892788319
2020-04-01,-0.0098573508601989,0.000461850366657041,-0.0103192012268559
2020-05-01,-0.011135463816041,-0.0235664382390774,0.0124309744230364
2020-06-01,-0.018663825790826,-0.0311533928731417,0.0124895670823157
2020-07-01,-0.0138969716534154,-0.0193266182016047,0.00542964654818928
2020-08-01,-0.0152726819602629,-0.0112532566787478,-0.0040194252815151
2020-09-01,-0.0171344722917786,-0.00248144812701208,-0.0146530241647665
2020-10-01,-0.013600352793171,-0.0064238685268444,-0.00717648426632661
2020-11-01,0.00926008900296882,-0.0105007367225171,0.019760825725486
2020-12-01,0.0461637875360816,0.000842740187422632,0.045321047348659
2021-01-01,0.0494028081799414,-0.00421949164963149,0.0536222998295729
2021-02-01,0.0348266857612076,-0.00179724126308784,0.0366239270242954
2021-03-01,0.0128718304671711,-0.0101640016745312,0.0230358321417022
2021-04-01,0.0106705965698097,-0.00975083141783977,0.0204214279876495
2021-05-01,0.0067654998753115,0.00135828389204376,0.00540721598326774
2021-06-01,0.000487587193108929,-0.00287605067802297,0.0033636378711319
2021-07-01,0.0260358099494216,0.00525111878565165,0.02078469116377
2021-08-01,0.0367510062112153,0.00317611924747119,0.0335748869637441
2021-09-01,0.0327886515161433,0.00178134512719187,0.0310073063889514
2021-10-01,0.0149511223398608,0.00164111479801153,0.0133100075418493
2021-11-01,0.0114404716982568,-0.00170630881632975,0.0131467805145866
2021-12-01,0.0408343283125214,0.00183681977341963,0.0389975085391018
2022-01-01,0.0958345536002634,0.0031492144781386,0.0926853391221248
2022-02-01,0.111306216282685,-0.00442005406438669,0.115726270347072
2022-03-01,0.121989519250713,0.017575756188331,0.104413763062382
2022-04-01,0.0786064409082217,0.00330563362976431,0.0753008072784574
2022-05-01,0.0487345048285333,0.0157024689462896,0.0330320358822437
2022-06-01,0.067275337305345,0.0169483885459782,0.0503269487593668
2022-07-01,0.072928286396726,0.0179716337779931,0.0549566526187329
2022-08-01,0.051583383772221,0.0142648391660896,0.0373185446061314
2022-09-01,-0.0601873003762057,0.0219186554928039,-0.0821059558690096
2022-10-01,-0.119812018591734,0.0206735113656667,-0.140485529957401
2022-11-01,-0.068258772350104,-0.00330180401901973,-0.0649569683310843
2022-12-01,-0.00931203534682012,-0.00911139625272278,-0.00020063909409734
